title,price,link
Chile Billete 10 Escudos 1962 P-142 UNC (Inostroza-Barrios),"$10,00",https://www.argcollectibles.com/producto/chile-billete-10-escudos-1962-p-142-unc-inostroza-barrios/
Chile Billete 5 Escudos 1962 P-138 UNC (Inostroza-Barrios),"$10,00",https://www.argcollectibles.com/producto/chile-billete-5-escudos-1962-p-138-unc-inostroza-barrios/
Chile Billete 5 Escudos 1962 P-138 UNC (Massad-Ibañez),"$10,00",https://www.argcollectibles.com/producto/chile-billete-5-escudos-1962-p-138-unc-massad-ibanez/
Mexico Billete 2.000 Pesos 1984 P-82b UNC,"$8,00",https://www.argcollectibles.com/producto/mexico-billete-2-000-pesos-1984-p-82b-unc/
Trinidad y Tobago Billete 1 Dolar 1964 P-30a XF+,"$5,00",https://www.argcollectibles.com/producto/trinidad-y-tobago-billete-1-dolar-1964-p-30a-xf/
Brasil Billete 10 Cruzeiros Novos 1967 P-189c/C-126 VF-,"$5,00",https://www.argcollectibles.com/producto/brasil-billete-10-cruzeiros-novos-1967-p-189c-c-126-vf/
España Billete 5 Pesetas 1935 P-85 AU,"$6,00",https://www.argcollectibles.com/producto/espana-billete-5-pesetas-1935-p-85-au-2/
El Salvador Billete 1 Colon 1968 P-110a VF (SERIE CI),"$12,00",https://www.argcollectibles.com/producto/el-salvador-billete-1-colon-1968-p-110a-vf-serie-ci-2/
Letonia Billete 20 Latvijas 1992 P-39 VF+,"$3,00",https://www.argcollectibles.com/producto/letonia-billete-20-latvijas-1992-p-39-vf/
Alemania (Nazi) Billete 50 Marcos 1940 P-R140 VF (Territorios Ocupados WWII),"$15,00",https://www.argcollectibles.com/producto/alemania-nazi-billete-50-marcos-1940-p-r140-vf-territorios-ocupados-wwii/
Alemania (DDR) Billete 1 Marco 1948 P-1 VF (Ocupacion Rusa),"$10,00",https://www.argcollectibles.com/producto/alemania-ddr-billete-1-marco-1948-p-1-vf-ocupacion-rusa-2/
Alemania Billete 5.000.000 Marcos 1923 Notgeld Nunberg VF+,"$15,00",https://www.argcollectibles.com/producto/alemania-billete-5-000-000-marcos-1923-notgeld-nunberg-vf/
Alemania Billete 1.000.000 Marcos 1923 Notgeld Nunberg F+,"$15,00",https://www.argcollectibles.com/producto/alemania-billete-1-000-000-marcos-1923-notgeld-nunberg-f/
Israel Billete 5 Lirot 1968 P-34 UNC (Albert Einstein),"$25,00",https://www.argcollectibles.com/producto/israel-billete-5-lirot-1968-p-34-unc-albert-einstein/
Europa Billete 10 Ecus 1992 Test Banknote Specimen UNC,"$20,00",https://www.argcollectibles.com/producto/europa-billete-10-ecus-1992-test-banknote-specimen-unc/
Zambia Billete 1 Kwacha 1980 P-23a UNC,"$10,00",https://www.argcollectibles.com/producto/zambia-billete-1-kwacha-1980-p-23a-unc/
Afganistan Billete 5.000 Afganis 1993 P-62 UNC,"$10,00",https://www.argcollectibles.com/producto/afganistan-billete-5-000-afganis-1993-p-62-unc/
Cuba Billete 10 Pesos 1985 P-FX30 VF,"$5,00",https://www.argcollectibles.com/producto/cuba-billete-10-pesos-1985-p-fx30-vf/
Ecuador Billete 5 Sucres 1975 P-108 XF,"$4,00",https://www.argcollectibles.com/producto/ecuador-billete-5-sucres-1975-p-108-xf/
