id,Country,Status,War,DenomValue,DenomUnit,Year,Century,Condition,ExtraTags,Price
VIE_2017_6037a41b0f37261a55bd235226bf9b80,Vietnam,Existent,False,500000.0,Dong,2017,XXI,AU,Polimero,40.0
UCR_1942_d73269c10656fcba90fd04c742e4a205,Ucrania,Existent,True,10.0,Karbowanez,1942,XX,F,,30.0
CUB_1945_f208f14ffa4a5fb66cb60fe828c33342,Cuba,Existent,False,20.0,Peso,1945,XX,VF,Certificado,250.0
LET_1919_f6292538d42989baa5610c5a98ffaac7,Letonia,Existent,False,5.0,Rubli,1919,XX,F,,500.0
LIT_1928_3c075197fca8df1128d54fddb11747aa,Lituania,Existent,False,50.0,Litu,1928,XX,F,,100.0
ESP_1928_07e52326c0a513cdb56a649002cdee0e,España,Existent,False,500.0,Peseta,1928,XX,VF,,40.0
ARA_1983_b25f05b32b92931fb45c430d330c4069,Arabia Saudita,Existent,False,50.0,Riyal,1983,XX,UNC,,60.0
CHI_1930_11bb2d6923175f2abc9f668cfa1a093b,China,Existent,False,5.0,Dolar,1930,XX,UNC,,50.0
BRU_1985_9f765c1d7cc5976430d5c7d57518e13f,Brunei,Existent,False,1.0,Ringgit,1985,XX,UNC,,12.0
SIR_1977_ed4a805a88067fb5c7476655a79885ea,Siria,Existent,False,1.0,Pound,1977,XX,UNC,,40.0
